Date,SPXT Index,SPTRCOND Index,SPTRCONS Index,SPTRENRS Index,SPTRFINL Index,SPTRHLTH Index,SPTRINDU Index,SPTRINFT Index,SPTRMATR Index,SPTRTELS Index,SPTRUTIL Index
2/17/03,1199.6068,190.15,229.53,219.42,331.02,330.67,202.78,223.7629,135.61,118.81,127.8
2/18/03,1223.1123,193.78,230.99,222.31,336.41,338.87,205.93,231.8204,138.36,120.67,129.15
2/19/03,1214.657,191.18,229,222.53,334.78,336.62,206.28,230.0577,136.7,117.74,128.54
2/20/03,1203.1785,189.4,226.53,221.62,332.08,333.35,204.36,228.9909,135.38,111.83,129.21
2/21/03,1219.1008,192.78,228.9,225.88,336.08,337.61,207.01,231.6733,137.74,112.95,130.22
2/24/03,1196.7061,187.59,225.5,226.68,328.76,331.77,202.2,227.2654,134.47,112.24,129.49
2/25/03,1205.3215,190.53,227.56,226.05,331.09,333.95,204.14,227.7504,133.92,113.73,130.53
2/26/03,1189.9841,188.45,225.17,225.82,326.93,332.25,202.26,220.6486,134.43,111.43,128.23
2/27/03,1204.1141,191.11,226.52,225.37,332.21,337.36,204.89,223.418,135.1,112.35,128.92
2/28/03,1209.7111,192.96,225.33,226.14,333.18,338.53,205.35,226.9462,135.25,111.99,128.91
3/3/03,1200.6021,190.7,223.57,227.97,330.89,335.81,204.58,223.1019,134.51,111.57,129.63
3/4/03,1182.1699,185.19,221.07,226.74,325.93,331.46,201.2,220.4375,131.51,109.87,128.49
3/5/03,1193.8685,187.18,220.19,229.73,330.37,336.6,202.24,222.7388,131.98,110.86,129.8
3/6/03,1182.8164,185.41,218.43,228.94,325.63,335.71,200.38,220.8204,129.32,108.06,130.23
3/7/03,1192.6152,188.48,218.89,229.51,328.74,340.17,202.19,221.1847,130.63,108.67,130.25
3/10/03,1161.8494,183.93,215.21,226.36,316.58,333.3,196.53,215.9167,127.85,103.71,127.55
3/11/03,1152.1525,181.96,217.23,225.75,311.52,330.07,193.71,215.098,126.76,102.66,127.11
3/12/03,1157.6139,182.78,219.26,222.25,311.42,331.26,195.46,217.5905,127.07,104.92,127.88
3/13/03,1197.5562,191.63,223.33,224.25,324.86,335.5,201.97,229.3375,132.69,110.05,129.3
3/14/03,1199.5525,192.19,223.55,223.93,326.15,332.31,203.93,229.4668,133.43,111.36,130.04
3/17/03,1242.0897,201.05,229.48,226.95,337.26,342.74,211.27,240.6837,137.71,115.34,132.79
3/18/03,1247.3947,200.65,228.08,229.81,338.19,345.78,212.74,241.9631,140.56,115.2,134.41
3/19/03,1258.3671,202.73,231.6,230.82,343.06,350.23,215.27,240.7484,140.31,116.49,134.18
3/20/03,1260.7656,204.6,230.95,232.05,343.96,349.52,215.37,241.4333,139.92,115.59,135.33
3/21/03,1289.7389,211.19,235.68,231.86,352.82,358.51,222.04,244.7166,145.16,117.69,137.28
3/24/03,1244.3108,201.22,229.13,227.82,340.72,348.02,213.69,234.4305,139.54,113.12,134.26
3/25/03,1259.4388,204.88,230.15,230.33,342.84,355.49,215.69,237.3229,140.43,114.83,136.27
3/26/03,1252.5897,204.24,229.11,230.58,341.43,351.36,213.87,235.8747,139.57,115.47,135.2
3/27/03,1250.7135,203.9,229.57,232.04,340.01,353.2,213.27,234.1708,137.58,114.98,135.99
3/28/03,1243.5144,202,227.14,233.5,338.54,354.42,211.15,230.8649,138.14,113.8,135.77
3/31/03,1221.4564,198.31,224.83,228.83,331.89,350.18,207.98,224.2617,135.53,111.68,135.23
4/1/03,1236.2987,199.57,224.43,232.84,339.3,355.18,210.83,225.0081,136.74,115.3,136.14
4/2/03,1268.8192,206.14,229.01,232.34,348.91,360.47,216.93,235.6455,139.88,118.98,136.42
4/3/03,1262.4274,206.25,227.02,228.35,346.32,358.52,216.74,236.7978,138.52,115.32,135.57
4/4/03,1265.8986,207.55,227.92,230.32,350.22,360.31,216.49,233.0233,139.41,115.15,137.51
4/7/03,1267.486,209.46,227.87,227.83,350.72,356.99,217.85,234.3716,141.08,115.03,137.17
4/8/03,1265.5725,209.38,229.46,225.41,351.7,357.27,218.18,231.969,139.61,113.87,136.56
4/9/03,1247.9907,206.53,228.01,225.16,346.75,352.7,215.08,226.2039,137.38,111.64,136.14
4/10/03,1256.0416,209.69,228.53,227.25,349.44,352.64,215.9,227.8212,137.95,112.38,136.93
4/11/03,1251.4049,207.86,229.21,225.5,349.62,350.84,215.5,226.2932,137.89,111.37,136.61
4/14/03,1275.8231,212.42,233.25,227.6,357.42,356.95,219.04,231.4851,140.43,114.32,138.44
4/15/03,1283.963,214.72,233.88,227.51,363.24,355.21,221.44,232.1166,142.61,113,140.34
4/16/03,1268.2803,211.62,227.8,225.1,358.2,346.66,218.1,236.0796,140.78,109.76,139.91
4/17/03,1287.9893,215.2,231.21,228.31,363.53,349.64,221.91,241.6175,142.63,111.29,141.14
4/18/03,1287.9893,215.2,231.21,228.31,363.53,349.64,221.91,241.6175,142.63,111.29,141.14
4/21/03,1285.7164,215.22,230.15,228.48,362.91,350.5,220.8,240.9395,142.84,109.53,141.59
4/22/03,1313.6321,220.17,233.6,231.38,373.61,356.95,226.68,246.7092,145.67,109.41,143.48
4/23/03,1324.6802,221.68,233.57,231.32,377.12,359.34,228.21,247.7933,147,118.56,143.65
4/24/03,1313.7489,218.93,231.77,230.03,369.35,361.74,226.53,245.2765,145.79,118.57,145.76
4/25/03,1295.5723,215.61,228.63,227.72,364.86,356.33,224.64,239.8404,143.45,117.77,144.73
4/28/03,1318.8521,220.14,232.32,229.99,371.43,359.98,229.28,245.0315,146.25,121.57,147.01
4/29/03,1323.2577,221.84,233.55,226.33,371.18,361.67,229.77,247.7119,147.11,121.96,146.92
4/30/03,1322.0677,221.29,231.78,227.89,372.54,362.42,230.13,244.4914,148.17,122.77,146.93
5/1/03,1321.3914,219.19,231.48,228.94,372.57,363.91,228.48,246.1994,147.07,122.91,144.94
5/2/03,1341.2775,221.43,233.19,233.42,378.74,369.22,231.52,251.5046,149.19,125.65,146.22
5/5/03,1336.2365,219.92,232.38,232.83,377.04,368.53,229.64,251.6145,148.83,123.92,146.81
5/6/03,1347.5436,222.94,233.21,232.11,379.87,369.12,231.83,256.8303,149.72,125.53,146.52
5/7/03,1340.8719,222.77,233.97,233.72,378.29,367.31,229.93,253.2504,148.59,123.28,146.29
5/8/03,1327.4169,220.77,232.63,233.67,371.77,365.58,227.61,249.8909,147.22,121.19,146.18
5/9/03,1346.6831,223.56,236.09,235.66,375.23,369.32,231.16,256.5323,149.9,123.83,147.32
5/12/03,1363.6064,227.54,238.08,236.69,380.14,373.93,233.63,260.3454,151.87,126.42,148.07
5/13/03,1359.7416,226.58,236.33,238.19,379.11,373.43,232.31,259.9033,150.87,126.09,148.24
5/14/03,1355.7632,224.69,235.03,237.47,378.39,373.86,232.13,258.3951,150.11,126.22,149.1
5/15/03,1366.5852,225.92,236.39,238.16,382.04,376.44,233.75,261.855,150.9,126.19,151.64
5/16/03,1363.3177,225.99,234.53,239.11,382.89,375.99,231.71,259.3918,150.67,125.87,154.66
5/19/03,1329.3795,218.99,233.4,236.07,373.44,362.9,227.2,249.6558,147.29,123.62,152.1
5/20/03,1327.873,219.31,234.59,236.54,373.03,357.83,227.23,249.3998,147.3,124.52,152.9
5/21/03,1333.3286,220.18,235.93,241.9,374.77,360.69,226.69,248.7661,148.01,124.9,152.55
5/22/03,1345.5331,224.06,239.18,242.17,375.34,364.36,228.81,251.0012,149.16,126.84,155.2
5/23/03,1347.4938,222.74,238.71,243.5,376.26,363.55,229.18,250.5055,149.47,129.46,161.23
5/26/03,1347.4938,222.74,238.71,243.5,376.26,363.55,229.18,250.5055,149.47,129.46,161.23
5/27/03,1373.8636,227.88,240.66,248.69,383.88,368.49,233.68,258.7237,152.49,130.72,163.63
5/28/03,1376.575,228.75,241.3,246.58,387.41,367.63,233.55,260.1146,151.58,129.73,162.78
5/29/03,1371.5106,228.6,240.91,243.61,384.49,364.64,232.05,262.5924,150.36,129.41,160
5/30/03,1391.7245,232.73,242.83,247.63,392.23,369.25,236.55,265.0461,152.8,131,162.25
6/2/03,1396.6992,235.57,243.31,249.15,395.65,366.12,238.6,263.891,154.57,132.13,163.49
6/3/03,1403.2939,234.69,245.16,251.06,397.09,370.02,238.98,265.7192,154.21,132.74,164.09
6/4/03,1424.9048,238.58,247.48,252.93,403.79,375.11,242.18,271.6478,157.06,134.92,166.26
6/5/03,1430.6345,240.27,247.52,252.19,406.17,380.18,243.67,271.0681,157.32,135.65,164.6
6/6/03,1427.2747,238.82,246.48,251.96,405.74,381.99,245.19,268.5124,156.8,134.38,163.04
6/9/03,1410.2075,235.17,245.78,251.62,396.87,378.23,242.49,265.6435,154.8,132.52,162.35
6/10/03,1423.1069,237.68,247.21,252.97,400.75,380.99,244.86,269.622,155.81,133.21,162.71
6/11/03,1441.8594,241.1,249.11,259.06,407.25,386.58,249.28,271.0751,157.16,135.05,164.13
6/12/03,1443.4135,242.31,249.06,257.63,406.07,386.61,250.09,271.7919,158.12,135.68,166.17
6/13/03,1429.1132,239.58,247.51,254.64,405.14,384.11,247.34,266.1195,156.41,133.37,164.14
6/16/03,1461.146,245.1,251.77,255.43,414.94,396.19,252.48,272.9178,159.29,135.9,167.29
6/17/03,1462.481,244.55,250.15,252.24,413.79,404.55,251.99,273.5521,159.97,135.63,166.67
6/18/03,1460.3165,242.37,250.86,251.16,409.83,402.85,250.68,277.3622,158.84,137.24,167.28
6/19/03,1438.0864,238.32,247.29,250.3,400.78,394.4,246.2,274.5611,157.62,136.62,167.48
6/20/03,1439.5361,238.65,246.84,249.75,401.48,396.82,247.03,272.7327,157.05,139.44,167.32
6/23/03,1419.241,235.9,245.5,249.78,395.07,390.03,244,266.7593,153.81,137.19,165.34
6/24/03,1421.8579,235.72,248.38,249.59,397.51,390.64,244.28,264.7737,154.34,138.35,164.1
6/25/03,1410.0946,234.18,245.26,249.16,395.01,388.15,241.33,261.9905,153.47,136.15,164.01
6/26/03,1425.8237,236.63,246.53,248.41,398.2,394.52,242.88,267.6508,155.9,138.52,165.33
6/27/03,1411.9658,234.92,244.93,246.83,394.78,387.52,240.36,265.6849,154.08,136.73,163.72
6/30/03,1409.4778,236.17,245.3,245.07,393.21,385.17,240.91,264.9314,154.16,135.83,164.09
7/1/03,1421.0261,236.56,247.22,245.83,398.73,387.51,241.45,269.0941,154.12,137.77,163.16
7/2/03,1437.6141,238.55,249.33,246.12,403.33,390.73,243.16,275.8805,155.74,140.4,164.3
7/3/03,1425.9658,237.51,247.33,244.94,400.69,388.16,241.51,271.8915,154.15,138.61,162.97
7/4/03,1425.9658,237.51,247.33,244.94,400.69,388.16,241.51,271.8915,154.15,138.61,162.97
7/7/03,1453.0719,243.15,249.84,244.34,408.85,392.49,245.75,283.0563,156.71,140.16,163.4
7/8/03,1458.5122,245.52,249.82,243.28,411.57,391.77,246.18,286.1279,156.29,140.39,162.43
7/9/03,1450.5061,243.39,245.99,244.43,410.67,389.37,244.01,286.4913,155.74,138.09,160.97
7/10/03,1430.9604,239.92,246.16,241.19,404.63,385.86,241.71,279.8681,153.36,134.52,157.71
7/11/03,1444.6998,243.1,247.31,242.74,409.43,389.46,242.74,283.3494,154.25,136.37,158.81
7/14/03,1453.0009,245.06,246.91,240.13,417.51,390.23,242.9,285.8852,154.84,134.97,158.59
7/15/03,1448.0219,244,247.34,238.48,416.11,388.6,240.92,286.3402,153.66,133.83,156.47
7/16/03,1438.8549,243.15,245.55,236.75,412.88,385.33,240.07,285.7592,152.95,131.98,153.61
7/17/03,1421.1113,240.1,244.25,238.32,406.93,383.57,239.25,276.3166,153.17,128.67,153.03
7/18/03,1437.8854,242.13,246.82,243.59,412.06,386.98,243.83,277.8374,156.25,130.75,155.49
7/21/03,1416.8779,238.4,244.61,241,407.23,380.06,241.6,271.9589,155.79,126.63,152.74
7/22/03,1430.3503,240.21,246.5,241.58,410.52,379.92,243.64,277.18,158.71,129.83,155.62
7/23/03,1431.1024,239.65,245.87,240.39,409.79,382.59,243.91,278.7767,159.37,128.81,154.63
7/24/03,1420.9552,239.24,243.67,237.94,408.08,378.92,242.9,274.266,161.13,128.02,154.77
7/25/03,1445.7009,242.59,246.37,240.87,416.81,383.09,248.51,281.0204,164.8,129.86,155.54
7/28/03,1442.5764,242.93,244.92,240.53,414.91,381.55,248.59,280.0843,164.87,132.26,154.57
7/29/03,1432.3063,241.99,243.19,237.38,411.66,379.42,245.86,278.7281,164.72,130.06,153.98
7/30/03,1429.906,239.81,244.48,237.22,411.13,382.18,245.48,276.519,164.39,129.05,153.01
7/31/03,1434.3292,241.31,243.92,239.08,411.25,379.64,247.88,279.6068,166.37,128.48,153.39
8/1/03,1419.639,239.97,241.8,237.67,402.95,373.81,246.74,278.4632,164.57,127.76,152.44
8/4/03,1423.5088,239.13,243.69,237.22,403.71,375.28,246.93,279.1041,164.96,130.71,152.43
8/5/03,1398.4214,234.43,240.57,235.91,397.64,368.62,242.37,272.1566,162.18,127.37,150.13
8/6/03,1401.0123,235.52,241.38,238.96,401.82,367.51,241.69,269.0954,161.95,128.76,151.65
8/7/03,1411.2645,237.28,243.5,243.81,404.02,374.91,243.55,268.7864,162.01,127.17,152.37
8/8/03,1416.3043,239.94,245.05,245.1,406.53,374.75,244.68,267.3412,163.87,127.06,153.14
8/11/03,1421.0101,240.95,245.25,246.83,405.77,375.43,245.89,269.9487,164.85,127.78,153.15
8/12/03,1435.1694,244.18,247.38,248.31,410.75,375.88,248.13,274.0961,165.36,129.48,154.91
8/13/03,1426.5536,243.29,246.21,247.76,407.27,370.09,247.55,274.2195,165.27,127.17,154.26
8/14/03,1435.9552,244.15,246.92,249.49,411.41,369.62,250.45,276.7948,167.92,127.92,154.5
8/15/03,1436.426,244.69,247.08,248.86,410.1,370.64,251.24,277.1707,167.47,127.74,154.49
8/18/03,1449.6473,247.61,247.4,249.55,411.1,371.22,256.32,283.9552,169.59,129.16,153.55
8/19/03,1453.4528,248.75,246.41,248.4,411.32,369.26,257.84,287.902,171.02,129.93,153.57
8/20/03,1450.6058,249.08,246.09,249.65,410.38,368.17,256.09,285.9882,171.05,130.6,155.39
8/21/03,1454.9772,250.83,246.25,251.11,409.44,366.29,259.37,288.287,171.87,130.67,155.84
8/22/03,1440.1656,248.4,244.14,247.68,402.53,361.3,257.11,289.0446,169.44,127.94,154.04
8/25/03,1441.1119,247.82,246.13,248.32,402.99,363.25,255.77,288.7413,168.34,126.76,154.88
8/26/03,1445.5049,248.31,246.55,248.31,404.27,364.23,256.28,290.3274,168.4,127.99,155.39
8/27/03,1445.837,248.8,246.97,249.82,401.95,363.37,256.11,292.0082,169.31,127.46,155.56
8/28/03,1454.6963,250.43,248.4,253.29,404.34,363.93,257.45,294.1857,171.11,128.55,155.7
8/29/03,1462.3015,253.5,248.76,253.91,407.11,365.74,258.49,295.5863,171.71,128.48,156.31
9/1/03,1462.3015,253.5,248.76,253.91,407.11,365.74,258.49,295.5863,171.71,128.48,156.31
9/2/03,1482.6089,256.23,251.5,255.63,412.78,371.42,262.02,301.7516,173.24,129.28,158.94
9/3/03,1489.2472,256.66,251.99,256.12,414.67,370.16,264.06,305.3354,173.06,130.79,159.91
9/4/03,1491.7672,257.34,253.06,255.66,412.96,370.01,264.16,308.4075,172.03,131.68,160.03
9/5/03,1482.2408,254.68,250.66,254.45,410.71,369.09,261.7,306.6071,170.9,131.3,159.56
9/8/03,1497.2183,254.89,250.87,258.21,414.02,376.57,263.38,312.6588,172.43,131.12,161.18
9/9/03,1484.9296,250.4,248,255.72,412.54,376.66,260.6,309.4938,172.11,129.36,159.92
9/10/03,1467.2886,246.81,248.39,254.06,406.2,378.09,257.62,299.3022,168.67,130.03,160.23
9/11/03,1475.7152,248.59,249.94,253.79,407.9,379.41,259.63,302.9929,169.45,129.58,159.88
9/12/03,1478.9352,248.51,249.91,252.91,408.33,380.27,259.98,304.5492,172.36,130.22,160.95
9/15/03,1473.4338,248.92,249.53,251.4,407.16,379.21,259.49,302.0747,171.04,128.77,160.06
9/16/03,1494.5027,252.93,250.4,252.54,413.57,381.67,263.79,310.6374,172.24,130.59,161.49
9/17/03,1489.6957,252.03,251.63,248.04,413.3,380.88,262.51,308.8183,169.71,131.31,160.61
9/18/03,1509.4718,253.93,253.79,249.69,423.14,382.64,265.46,314.5003,171.13,132.98,163.04
9/19/03,1504.7368,252.68,252.87,250.67,422.39,378.47,264.53,314.5486,171.51,131.76,163.45
9/22/03,1485.1614,248.93,250.51,249.61,417.43,374.42,260.95,308.2169,168.76,130.3,161.87
9/23/03,1494.1937,251.61,252.23,250.77,420.01,376.43,261.53,312.233,169.58,126.61,162.63
9/24/03,1465.6637,246.34,249.88,251.04,412.92,370.23,256.38,301.0436,166.94,123.75,161.11
9/25/03,1457.0869,245.04,249.99,250.06,410.96,367.07,254.2,298.3083,164.34,123.75,161.2
9/26/03,1448.0311,242.11,249.01,247.61,408.84,365.34,252.27,296.0314,163.62,123.3,162.51
9/29/03,1462.1964,242.72,250.02,248.89,413.13,368.35,254.87,301.9152,166.01,123.73,164.27
9/30/03,1446.7726,241.54,248.19,247.69,409.83,367.17,251.84,293.6631,163.89,123.22,163.28
10/1/03,1479.2296,248.02,253.02,252.52,420.82,373.69,257.47,301.263,166.48,124.94,164.89
10/2/03,1482.3606,248.88,253.61,253.49,421.31,375.41,258.08,300.782,167.45,125.28,165.77
10/3/03,1496.3174,251.86,254.66,254.95,423.47,373.05,260.44,309.8735,169.15,126.98,166.11
10/6/03,1502.8615,253.49,255.89,256.74,426.21,372.25,260.92,311.6372,169.65,128.15,166.42
10/7/03,1510.0477,254.74,257.87,258.03,428.97,371.86,261.49,314.4877,170.33,128.18,165.67
10/8/03,1502.6516,252.89,256.79,256.24,428.1,369.85,260.08,312.8995,171.13,125.81,165.11
10/9/03,1509.8568,256.77,257.22,255.77,429.77,370.46,261.73,315.0541,171.56,125.49,165.48
10/10/03,1508.9979,257.03,256.44,257.85,429.37,369.6,259.44,316.4086,170.96,125.6,165.08
10/13/03,1519.5972,259.42,257.8,258.72,436.01,370.43,260.24,318.4974,173.29,124.39,165.53
10/14/03,1525.6044,260.8,258.77,259.22,438.81,372.2,262.3,318.647,173.82,123.33,166.23
10/15/03,1521.9512,259.37,258.32,256.27,437.17,369.79,261.43,320.3959,173.47,124.94,164.43
10/16/03,1526.8022,260.58,258.55,258.61,438.2,371.92,262.03,320.3447,174.62,126.14,164.91
10/17/03,1511.1775,256.72,257.14,256.89,434.17,368.56,259.85,315.2506,172.7,125.22,164.17
10/20/03,1518.9727,257.54,257.98,256.81,434.69,370.22,261.48,318.9109,173.68,127.46,164.7
10/21/03,1520.928,257.01,257.76,256.91,433.8,373.9,261.18,321.2642,173.98,125.29,164.76
10/22/03,1498.2831,254.08,256.12,251.98,428,362.64,257.99,315.1187,170.74,126.41,164.69
10/23/03,1503.2618,254.93,257.02,252.93,431.84,367.2,258.28,312.6313,172.14,126.32,164.28
10/24/03,1496.1949,254.33,256.08,252.81,430.18,367.98,258.08,306.4527,171.57,127.14,164.52
10/27/03,1499.4297,257.21,255.69,252.06,429.91,367.27,258.31,308.5636,172.74,127.66,164.39
10/28/03,1522.2061,262.96,258.9,253.28,435.65,370.99,261.16,317.707,174.54,127.96,164.34
10/29/03,1524.4136,262.91,259.55,252.3,436.99,368.94,263.46,317.7142,176.7,128.65,164.5
10/30/03,1523.1227,263.28,259.59,246.31,437.22,365.9,265.44,317.6786,179.45,128.22,165.37
10/31/03,1528.6165,263.1,260.64,249.88,438.05,369.89,266.03,317.8738,178.92,129.87,165
11/3/03,1540.7102,265.16,261.68,249.29,443.16,368.78,266.69,324.9359,179.42,129.99,166.56
11/4/03,1532.3362,263.48,261.07,247.98,441.19,364.74,267.04,322.7058,179.33,128.39,164.97
11/5/03,1530.5421,262.99,260.13,247.55,439.66,365.98,266.33,323.5197,178.46,127.61,164.97
11/6/03,1539.748,265.07,262.1,247.92,441.82,367.18,267.84,327.9185,178.9,126.14,164.61
11/7/03,1533.0223,265.87,262.4,248.06,437.95,363.66,266.51,326.0439,179.79,125.36,163.73
11/10/03,1524.261,263.5,261.48,247.76,437.59,360.98,264.86,321.9482,177.51,126.29,163.66
11/11/03,1523.4697,262.77,261.72,248.3,437.11,362.52,264.09,321.3692,177.11,126.22,163.48
11/12/03,1541.4929,265.33,263.75,249.23,439.39,368.37,268.46,328.4077,179.64,127.12,163.86
11/13/03,1541.2966,263.87,260.65,251.76,438.75,377.93,268.13,326.1167,179.27,125.79,164.11
11/14/03,1529.8354,261.74,259.5,251,433.18,382.32,265.39,319.4978,178.51,126.6,163.77
11/17/03,1520.0707,258.96,259.8,248.26,431.4,380.98,264.1,315.6067,177.17,126.08,161.91
11/18/03,1506.3162,255.51,258.21,246.21,426.86,379.74,263.8,310.8455,176.51,124.43,159.53
11/19/03,1518.512,257.15,259.88,247.42,429.03,383.08,267.56,314.6417,177.01,124.37,161.53
11/20/03,1505.7617,256.37,258.47,246.68,425.89,377.59,265.58,310.2564,175.48,123.81,160.9
11/21/03,1508.2109,257.81,258.91,245.77,428.26,373.32,264.42,312.573,175.94,125.4,161.08
11/24/03,1532.6893,263.13,262.15,247.36,432.85,379.57,268,321.4618,178.28,126.77,163.01
11/25/03,1535.4911,264.96,262.66,249.1,434.54,377.36,269.7,319.342,180.82,128.22,163.97
11/26/03,1542.3945,265.52,263.02,251.49,437.52,377.35,270.13,321.8247,182.92,128.49,165.07
11/27/03,1542.3945,265.52,263.02,251.49,437.52,377.35,270.13,321.8247,182.92,128.49,165.07
11/28/03,1542.0658,265.72,263.12,250.79,436.84,376.06,270.12,322.8906,183.19,128.24,165.17
12/1/03,1559.5018,268.06,263.38,253.04,441.85,382.78,273.73,326.9895,188.81,128.73,166.39
12/2/03,1554.4154,265.8,261.16,254.62,440.81,382.88,273.73,325.0779,188.66,128.32,166.16
12/3/03,1552.093,264.97,260.89,254.02,440.18,383.49,274.37,323.065,190.06,127.84,165.93
12/4/03,1559.4696,264.09,261.76,259.16,440.88,384.11,274.54,326.4624,191.76,130.67,166.82
12/5/03,1547.5156,261.38,261.69,259.66,437.38,381.69,272.88,320.4965,189.72,131.22,167.06
12/8/03,1558.9631,262.8,262.69,262.95,441.9,384.78,275.18,322.2719,192.79,130.59,168.3
12/9/03,1545.6794,262.17,260.75,264.03,437.68,383.12,275.37,314.1835,193.05,128.77,166.86
12/10/03,1544.3135,260.48,261.14,264.38,436.02,381.34,275.05,316.2086,190.26,130.49,166.86
12/11/03,1562.2305,264.71,261.78,265.48,440.23,385.93,279.46,321.6174,192.62,131.89,167.74
12/12/03,1566.4974,265.86,262.59,267.66,442,386.29,279.64,322.2475,194.05,131.04,168.11
12/15/03,1557.6586,264.17,261.46,264.91,439.69,385.15,279.64,317.9538,193.34,131.36,168.17
12/16/03,1568.0166,264.18,263.79,269.05,443.82,387.11,281.95,319.695,193.54,131.81,168.92
12/17/03,1570.1478,266.19,263.91,271.67,442.88,387.98,282.55,318.1812,194.63,133.06,169.89
12/18/03,1588.9016,269.85,265.23,278.18,446.84,390.97,285.13,324.6521,196.69,134.56,171.78
12/19/03,1588.1935,270.71,264.21,278.21,448.16,390.7,285.57,322.6597,196.45,134.39,172.41
12/22/03,1594.4321,272.18,265.29,278.32,450.33,390.08,287.51,323.7747,198.5,134.95,173.81
12/23/03,1598.9344,272.48,265.28,277.8,451.3,391,287.97,326.5532,198.61,135.7,174.78
12/24/03,1596.0509,271.46,264.18,279.77,450.55,391.83,286.65,325.8105,197.97,134.8,174.57
12/25/03,1596.0509,271.46,264.18,279.77,450.55,391.83,286.65,325.8105,197.97,134.8,174.57
12/26/03,1598.7449,272.16,264.68,280.98,451.01,392.21,286.5,326.5573,199.56,134.84,174.57
12/29/03,1619.1583,275.09,266.93,284.64,456.83,396.72,289.43,332.0999,203.15,137.72,176.19
12/30/03,1619.5914,274.94,267.07,285.33,457.7,397.14,288.43,331.665,201.49,139.16,176.83
12/31/03,1622.9386,276.35,268.13,285.59,458.3,398.17,289.44,331.4769,201.81,139.75,176.26
1/1/04,1622.9386,276.35,268.13,285.59,458.3,398.17,289.44,331.4769,201.81,139.75,176.26
1/2/04,1618.0504,274.11,265.84,283.99,456.04,399.95,288.59,331.4765,200.58,140.16,176.23
1/5/04,1638.1021,276.3,266.52,290.24,459.75,401.94,291.98,340.1413,204.39,144.58,176.21
1/6/04,1640.3053,277.56,267.28,288.8,460.11,402.21,291,341.7956,202.5,146.27,175.76
1/7/04,1644.6018,278.61,266.05,286.18,460.84,405.36,291.6,344.7054,201.62,146.28,177.1
1/8/04,1652.8264,278.55,265.71,286.65,462.12,403.6,293.51,351.3647,203.85,148.37,177.16
1/9/04,1638.1359,276.36,263.69,285.44,460.22,400.3,290.42,347.3424,200.05,143.79,176.5
1/12/04,1646.0337,276.44,264.67,286.93,462,400.21,291.86,352.0116,199.65,145.72,175.89
1/13/04,1637.3298,276,264.33,286.53,459.4,398.59,290.59,347.6086,197.54,145.46,175.68
1/14/04,1650.9619,278.14,265.71,286.52,463.92,401.47,294.11,350.4036,198.18,148.65,177.35
1/15/04,1653.2051,278.48,265.71,282.43,467.6,401.77,294.8,351.8634,196.24,147.58,176.24
1/16/04,1664.5657,278.36,265.61,284.93,469.29,402.58,300.42,358.0344,196.67,147.57,176.67
1/19/04,1664.5657,278.36,265.61,284.93,469.29,402.58,300.42,358.0344,196.67,147.57,176.67
1/20/04,1663.0288,277.08,264.72,290.05,468.87,401.97,296.57,357.7234,197.16,149.97,178.22
1/21/04,1676.0719,280.34,266.43,292.93,475.59,407.59,299.82,355.5494,197.46,149.69,181.17
1/22/04,1670.7305,281.88,265.67,291.45,475.71,408.66,298.17,350.9229,195.19,148.64,181.03
1/23/04,1667.2571,281.29,267.53,292.97,473.68,406.86,296.3,350.5815,191.39,149.11,180.38
1/26/04,1687.4406,282.27,269.93,295.73,479.66,412.7,300.73,357.5614,192.95,150.6,179.36
1/27/04,1670.9089,279.42,269.05,294.21,475.5,408.91,298.77,350.4331,192.74,148.68,178.43
1/28/04,1648.4376,272.9,266.75,291.19,468.18,405.55,294.29,345.0616,190.93,146.39,179.61
1/29/04,1657.0931,275.29,270.32,292.81,471.28,411.53,294.03,343.6828,190.01,146.58,180.24
1/30/04,1652.7279,274.16,268.69,289.2,472.91,409.12,292.63,343.0233,192.2,145.92,179.99
2/2/04,1658.7882,274.1,270.04,289.56,475.24,414.76,292.75,342.2346,191.32,149.05,179.6
2/3/04,1659.9241,273.09,270.99,288.25,475.21,417.47,291.68,343.6526,190.16,147.99,180.69
2/4/04,1646.2909,271.74,272.31,286.72,471.53,418.91,290.56,333.585,188.87,146.01,178.13
2/5/04,1649.3523,273.94,274.42,285.14,471.48,416.63,293.01,333.493,191.39,146.71,176.91
2/6/04,1670.1409,277.41,276.81,286.7,478.57,419.52,294.32,341.0307,195.44,148.81,178.67
2/9/04,1666.1589,277.71,276.86,289.95,477.28,416.01,292.77,339.232,195.5,148.46,179.41
2/10/04,1674.5511,279.85,278.11,293.41,478.66,418.06,292.78,341.1952,196.59,149.83,180.8
2/11/04,1693.0328,283.23,278.34,297.87,486.27,421.7,296.62,344.1929,201.4,151.72,181.55
2/12/04,1684.9242,281.05,277.88,298.47,484.76,419.49,295.59,341.0405,200.74,150.52,180.61
2/13/04,1675.8624,278.46,276.11,297.98,484.22,417.64,293.8,338.2794,199.05,149.43,179.66
2/16/04,1675.8624,278.46,276.11,297.98,484.22,417.64,293.8,338.2794,199.05,149.43,179.66
2/17/04,1692.2203,281.76,278.82,300.42,488.03,419.6,296.34,342.1157,201.27,153.82,181.69
2/18/04,1684.8947,280.88,278.45,297.19,485.8,417.45,294.63,341.5838,200.42,151.39,181.85
