Date,SPXT Index,SPTRCOND Index,SPTRCONS Index,SPTRENRS Index,SPTRFINL Index,SPTRHLTH Index,SPTRINDU Index,SPTRINFT Index,SPTRMATR Index,SPTRTELS Index,SPTRUTIL Index
1/3/00,2002.1132,312.54,225.45,239.65,341.86,351.46,289.37,843.2238,174.11,364.57,177.73
1/4/00,1925.4073,303.27,222.03,234.78,327.87,338.12,280.25,796.7034,171.36,348.44,177.93
1/5/00,1929.2777,300.39,222.84,241.96,325.7,345.76,280.23,788.2221,178.14,353.25,184.54
1/6/00,1931.5067,301.7,225.67,253.09,338.61,355.63,285.07,756.982,183.36,344.97,187.18
1/7/00,1983.832,311.59,235.06,256.22,346.01,383.93,294.59,769.5071,184.88,344.77,190.12
1/10/00,2006.0696,324.29,232.53,252.57,339.89,376.22,294.78,801.3792,182.17,349.5,188.88
1/11/00,1979.9243,319.88,234.92,254.21,335.9,373.5,292.29,781.9357,179.46,340.99,188.05
1/12/00,1971.3595,315.47,235.7,250.74,340.68,373.73,292.06,768.5097,178.67,344.79,191.58
1/13/00,1995.3502,319.77,234.38,254.81,349.65,378.49,295.6,778.2358,178.28,346.88,192.71
1/14/00,2016.6433,318.47,233.13,251.79,359.24,381.69,292.82,800.7274,177.53,349.93,194.38
1/17/00,2016.6433,318.47,233.13,251.79,359.24,381.69,292.82,800.7274,177.53,349.93,194.38
1/18/00,2002.8846,317.11,233.84,256.02,347.5,374.09,290.07,803.6273,172.46,349.77,190.94
1/19/00,2004.0203,319.86,232.69,256.53,345.71,378.15,290.44,801.2973,170.86,350.65,191.58
1/20/00,1989.8066,315.12,229.22,251.04,338.54,372.56,286.16,809.2239,166.52,349.55,198.34
1/21/00,1984.0117,312.69,225.25,255.91,334.37,369.71,284.93,809.0817,164.99,352.21,203.74
1/24/00,1929.2014,302.18,221.88,251.32,329.14,353.36,274.78,784.5532,161.97,344.26,200.94
1/25/00,1940.9016,304.27,218.61,250.05,332.97,354.77,273.95,802.3202,158.87,342.32,196.07
1/26/00,1932.7831,306.12,218.58,247.23,344.69,357.47,278.54,773.1655,159.21,340.01,197.85
1/27/00,1925.307,305.03,217.24,240.61,348.28,358.33,279.59,765.0428,159.51,338.2,197.8
1/28/00,1872.6122,293.01,212.21,234.92,335.32,364.01,269.49,738.7335,156.95,330.04,195.04
1/31/00,1919.8406,294.34,214.3,242.73,346.69,374.26,270.69,758.0519,156.26,356.22,202.16
2/1/00,1940.2441,301.88,214.21,242.61,347.34,374.07,272.21,777.9069,159.02,352.19,200.23
2/2/00,1940.2111,303.74,212.54,243.2,343.78,373.62,269.93,785.3359,159.15,348.93,198.7
2/3/00,1962.2084,306.85,211.86,239.97,343.06,374.23,274.46,812.997,157.88,344.83,202.02
2/4/00,1961.4427,306.33,208.93,233.76,337.83,373.95,275.86,824.9329,157.31,345.11,197
2/7/00,1961.2996,300.96,207.85,235.33,334.65,377.04,268.69,835.9149,154.48,351.27,197.19
2/8/00,1985.4922,307.43,209.96,232.56,338.58,381.11,269.78,850.3484,152.82,356.96,200.6
2/9/00,1944.5724,300.77,208.24,223.76,329.3,370.91,264.2,835.8591,150.71,349.74,199.76
2/10/00,1951.6471,300.75,206.21,228.19,322.38,362.06,264.26,857.2451,149.37,352.85,198.93
2/11/00,1910.9193,297.2,204.01,223.04,322.15,351.26,258.96,829.0599,146.7,345.87,197.32
2/14/00,1914.8785,297.73,201.62,228.31,317.05,355.6,261.44,830.65,148.51,346.2,199.3
2/15/00,1931.5786,293.86,205.98,237.26,324.56,358.38,266.33,833.9478,153.58,342.73,200.13
2/16/00,1912.1202,284.09,203.26,238.95,319.32,358.48,263.26,828.7203,151.55,341.88,200.25
2/17/00,1912.9567,276.4,202.39,237.47,314.01,356.09,263.41,847.4979,150.78,342.42,199.39
2/18/00,1854.8512,271.65,199.14,230.96,303.4,346.17,254.98,818.2581,146.67,325.57,196.15
2/21/00,1854.8512,271.65,199.14,230.96,303.4,346.17,254.98,818.2581,146.67,325.57,196.15
2/22/00,1863.2622,271.12,202.25,228.57,305.56,350.29,260.54,817.6115,150.96,325.68,193.64
2/23/00,1875.1625,272.34,198.84,223.46,304.04,347.86,259.44,848.6011,147.89,320.69,191.03
2/24/00,1865.2043,265.62,193.45,219.46,300,341.96,258.47,864.0721,144.06,317.17,186.8
2/25/00,1837.6968,264.21,189.4,216.89,297.06,334.69,253.69,850.6982,141.53,312.34,183.42
2/28/00,1858.1678,270.97,193.59,223.55,306.11,335.22,256.27,846.6617,142.25,317.74,188.3
2/29/00,1883.4989,277.45,192.5,228.58,309.16,335.44,259.16,860.3903,141.34,327.64,189.69
3/1/00,1901.5066,276.62,194.17,233.63,313.8,331.03,259.98,871.9987,138.75,342.54,188.98
3/2/00,1905.0872,275.73,189.85,236.43,310.73,332.65,261.05,873.7151,135.39,356.34,190.22
3/3/00,1942.8866,280.73,191.62,233.48,314.83,333.38,267.7,904.229,141.18,360.48,191.5
3/6/00,1918.4429,274.61,188.19,229.03,311.38,323.52,264.96,901.9879,137.5,357.09,185.64
3/7/00,1869.3263,266.39,171.48,247.96,300.99,307.04,253.78,886.7454,132.31,347.92,185.88
3/8/00,1884.8091,268.23,173.5,244.27,297.87,322.33,255.56,893.9481,135.13,351.68,183.73
3/9/00,1933.1078,274.79,173.42,247.24,301.81,339,259.51,925.9969,135.72,360.97,183.05
3/10/00,1923.9779,270.65,167.31,241.51,302.2,338.5,260.71,923.8378,136.26,362.98,184.42
3/13/00,1908.42,269.69,169.57,238.11,304.11,329.53,257.43,912.7155,138.63,359.75,182.79
3/14/00,1874.6865,267.61,166.78,240.4,302.37,321.72,253.96,888.5432,135.43,349.32,180.85
3/15/00,1920.2797,280.29,179.93,241.93,321.7,343.19,265.05,875.0126,144.6,345.73,188.2
3/16/00,2012.0293,296.99,190.28,250.75,349.89,363.6,277.83,899.2965,153.17,358.48,195.95
3/17/00,2020.3121,298.06,186.16,242.07,350.41,353.81,277.83,927.2144,147.79,361.31,192.32
3/20/00,2009.5282,299.2,185.92,237.19,342.57,350.62,278.59,923.5504,150.32,360.29,191.3
3/21/00,2060.9036,303.58,188.09,244.23,355.44,357.95,288.7,953.1558,152.22,362.5,192.02
3/22/00,2070.2722,304.26,184.2,240.77,359.26,359.83,287.1,972.3621,147.66,357.96,190.34
3/23/00,2107.1252,305.28,185.36,242.04,373.94,356.95,297.11,993.8657,151.7,361.57,191.81
3/24/00,2107.2769,306.74,184.8,244.12,373.87,347.19,298.15,997.4044,151.7,362.77,191.18
3/27/00,2102.3103,306.6,180.29,242.45,364.27,344.78,295.71,1005.4871,150.21,368.33,194.46
3/28/00,2080.0796,305.35,181.33,241.38,366.64,346.84,293.05,980.8835,148.55,361.59,190.2
3/29/00,2081.4453,310.44,185.66,254.24,364.13,354.73,298.85,951.875,150.57,365.9,195.07
3/30/00,2053.0508,310.55,192.53,254.33,361.84,351.74,295.91,914.7838,154.44,361.88,194.56
3/31/00,2067.7595,309.15,190.41,252.59,366.52,353.82,294.45,932.487,155.38,363.83,196.01
4/3/00,2077.9714,317.88,198.41,258.11,384.31,369.43,298.09,889.2938,160.34,369.34,196.27
4/4/00,2062.5271,311.51,203.38,258.32,369.94,380.29,291.94,885.8497,159.45,365.37,194.22
4/5/00,2052.5161,309.35,198.79,250.14,366.55,376.36,291.11,893.216,157.25,361.41,195.45
4/6/00,2072.1545,315.78,196.8,255.83,369.7,369.94,296.77,904.1924,157.21,367.97,194.34
4/7/00,2092.8726,317.39,196.5,250.63,362.12,367.76,299.32,940.8703,154.62,368.93,195.25
4/10/00,2076.4622,320.32,196.93,246.92,371.76,374.54,300.12,902.4862,158.04,363.98,198.9
4/11/00,2071.2158,321.66,201.73,251.09,373.52,381.95,302.74,875.4813,162.03,365.37,198.67
4/12/00,2025.2295,318.37,207.02,253.46,378.38,379.93,296.69,815.6627,165.16,356.6,202.41
4/13/00,1988.4318,307.93,204.92,251.66,369.76,377.52,289.93,798.6908,161.09,352.37,207.65
4/14/00,1872.5499,290.25,195.12,247.36,341.19,363.07,276.9,738.6601,153.14,333.12,200.51
4/17/00,1934.5009,290.64,201.31,240.93,344,368.2,285.05,809.4688,153.25,328.86,200.5
4/18/00,1990.0385,297.05,197.73,243.93,357.51,379.82,289.29,848.0159,149.21,340.28,201.24
4/19/00,1970.5773,300.13,198.39,246.68,350.3,381.44,289.71,819.9969,147.8,343.28,203.08
4/20/00,1980.3578,303.86,201.9,249.68,357.28,381.85,294.81,814.0123,150.48,337.58,206.28
4/21/00,1980.3578,303.86,201.9,249.68,357.28,381.85,294.81,814.0123,150.48,337.58,206.28
4/24/00,1973.9124,304.7,205.92,251.45,364.94,389.36,298.87,782.0127,152.38,336.93,209.6
4/25/00,2039.5962,310.32,205.76,253.09,376.96,391.32,309.03,830.6231,151.71,352.92,215.34
4/26/00,2017.0417,311.24,201.52,253.71,370.06,388.48,303.85,820.9016,149.08,344.35,218.53
4/27/00,2022.6802,306.54,198.94,256.67,362.46,387.93,303.07,844.1589,148.39,344.05,214.51
4/28/00,2005.5492,303.17,195.36,250.52,354.99,381.96,299.81,848.0526,148.52,341.9,211.27
5/1/00,2027.3953,308.23,195.45,251.78,360.37,379.47,303.15,859.947,149.04,349.25,212.64
5/2/00,1997.093,304.89,196.38,255.76,359.33,384.62,302.27,829.0269,152.7,327.45,211.75
5/3/00,1954.2277,292.1,198.56,249.77,350.41,380.56,294.56,808.9647,150.81,323.14,210.42
5/4/00,1946.6503,288.27,198.82,255.55,345.96,381.78,293.08,803.5811,152.13,321.64,213.08
5/5/00,1978.5187,289.52,198.95,258.97,347.76,394.08,298.77,824.4714,154.2,325.64,211.52
5/8/00,1967.012,289.27,202.32,261.21,354.91,402.98,299.04,792.1489,152.96,324.04,214.39
5/9/00,1950.496,290.1,205.56,260.46,353.05,398.16,296.41,776.8277,153.16,321.01,212.26
5/10/00,1910.7924,292.06,209.99,263.53,346.1,392.82,291.87,731.8484,152.58,319.11,214.54
5/11/00,1945.3774,293.14,212.57,270.67,354.65,389.35,294.72,758.9881,155.07,320.37,219.66
5/12/00,1963.5916,296.08,209.99,271.63,361.18,389.94,299.3,772.494,154.77,319.29,217.3
5/15/00,2007.0309,300.73,213.83,276.67,375.32,398.86,305.16,786.9768,159.07,327.09,220.98
5/16/00,2025.9561,303.8,211.2,272.82,373.09,401.64,308.24,809.8387,158.16,329.97,219.2
5/17/00,2000.9391,297.83,209.56,272.24,368.77,399.77,304.62,797.515,156.38,325.42,215.93
5/18/00,1986.4012,298.89,210.52,270.7,373.29,402.46,302.51,775.7955,156.37,318.69,218.68
5/19/00,1944.6501,293.83,210.49,272.62,364.02,402.91,295.85,746.946,155.71,305.07,218.61
5/22/00,1936.0392,289.79,211.58,272.87,368.72,398.27,290.15,742.894,155.06,304.3,219.57
5/23/00,1898.9388,287.48,210.2,272.1,370.02,399.79,287.16,705.7498,152.51,294.44,216.04
5/24/00,1933.8517,283.71,215.66,271.14,375.34,404.01,293.84,734.1198,151.44,302.27,216.23
5/25/00,1909.6676,281.57,213.9,267.15,366.12,404.56,292.56,721.8315,146.61,298.02,216.39
5/26/00,1904.9817,276.78,217.16,267.6,366.34,402.03,287.14,722.978,144.01,300.32,218.57
5/29/00,1904.9817,276.78,217.16,267.6,366.34,402.03,287.14,722.978,144.01,300.32,218.57
5/30/00,1966.5885,283.14,215.95,270.58,373.95,402.48,295.36,776.8369,146.58,309.1,217.42
5/31/00,1964.4014,289.54,214.11,274.73,378.8,403.27,298.13,759.1766,145.25,307.92,220.51
6/1/00,2003.446,290.72,215.01,272.98,388.88,401.94,301.41,796.0037,144.87,312.23,220.61
6/2/00,2042.7887,298.82,211.22,263.45,405.88,388.22,303.94,836.5286,147.85,317.24,217.54
6/5/00,2029.4983,297.72,208.86,262.08,396.58,388.39,298.8,837.6339,147.44,318.19,210.54
6/6/00,2015.9839,290.97,210.12,271.02,389.1,391.89,298.05,822.5655,146.23,321.83,216.59
6/7/00,2034.911,290.74,213.51,268.49,395.23,392.06,296.2,840.4345,143.6,326.46,216.78
6/8/00,2021.5566,288.14,211.23,267.46,388.19,391.41,292.01,838.9619,142.88,325.56,218.3
6/9/00,2015.0287,284.39,210.52,265.2,381.11,395.46,289.25,840.4504,142.75,327.9,219.98
6/12/00,1999.9203,279.45,211.04,271.09,382.77,394.43,289.04,821.2696,143.32,326.32,222.21
6/13/00,2032.5787,282.41,212.3,272.28,386.47,406.79,292.37,841.0888,140.29,333.44,223.6
6/14/00,2034.1915,285.65,213.57,273.5,392.23,413.22,292.34,828.3921,144.51,332.86,218.13
6/15/00,2045.5236,288.95,215.75,270.27,380.41,416.23,295.37,846.4157,143.56,332.09,220.71
6/16/00,2025.9983,283.84,211.81,275.9,363.46,416.07,291.01,848.3674,143.04,328.04,220.43
6/19/00,2055.835,283.95,211.53,272.34,371.56,419.43,288.79,879.1583,139.28,335.46,218.18
6/20/00,2041.9395,281.9,207.5,270.52,369.58,414.08,283.42,879.7386,137.07,332.69,218.57
6/21/00,2046.3513,280.44,207.12,274.85,364.32,420.09,280.8,888.2639,135.47,332.16,219.47
6/22/00,2009.1343,277.49,207.99,269.16,363.49,409.08,276.2,858.1597,135.63,332.53,217.07
6/23/00,1994.3304,275.8,209.59,270.54,363.31,410.63,278.54,839.664,135.54,325.66,216.85
6/26/00,2013.4647,275.25,214.98,269.76,368.76,418.27,282.98,850.0834,132.98,321.79,217.42
6/27/00,2006.8792,280.9,215.38,268.09,369.66,420.59,282.44,835.3281,137.51,320.53,211.07
6/28/00,2013.0787,278.87,214.15,265.62,368.56,420.52,285.75,846.6857,136.67,317.85,215.24
6/29/00,1995.8942,276.95,213.65,265.43,366.91,428.77,282.67,828.0555,134.83,315.23,212.14
6/30/00,2012.8297,282.47,216.54,260.27,355.83,436.81,290.86,846.4022,132.2,313.23,207.38
7/3/00,2033.5767,282.79,217.25,263.63,365.25,435.19,290.3,854.008,136.25,324.44,212.87
7/4/00,2033.5767,282.79,217.25,263.63,365.25,435.19,290.3,854.008,136.25,324.44,212.87
7/5/00,2001.7086,282.8,217.9,253.08,369,440.33,286.38,814.827,135.87,325.12,210.38
7/6/00,2016.4132,285.15,219.05,256.16,372.19,435.46,287.13,831.8759,132.77,321.28,211.78
7/7/00,2047.1853,295.14,217.82,257.61,380.29,434.76,290,849.9662,131.31,325.66,214.31
7/10/00,2042.645,296.87,215.72,256.72,380.87,441.45,292.89,836.8112,134.29,321.93,218.19
7/11/00,2049.9939,297.64,214.27,266.91,383.99,444.66,296.83,832.0421,141.68,317.1,220.79
7/12/00,2066.7856,298.42,212.08,261.19,387.02,438.09,298.27,858.2213,139.8,318.96,220.69
7/13/00,2070.8586,297.13,212.13,259.02,384.87,421.64,297.89,873.9905,141.6,327.06,222.02
7/14/00,2090.437,300.6,213.18,257.5,392.14,414.34,299.17,894.4654,139.4,327.13,220.94
7/17/00,2091.1431,298.82,212.04,254.97,384.57,424.19,301.71,903.3062,136.36,318.21,222.47
7/18/00,2067.9734,296.08,213.78,255.98,381.94,420.45,299.32,880.6082,134.96,319.91,222.43
7/19/00,2051.759,295.77,217.82,256.89,381.6,414.56,299.94,861.6841,134.1,316.91,224.85
7/20/00,2070.6074,297.85,217.9,254.18,393.67,408.9,303.49,879.255,133.37,311.35,223.95
7/21/00,2049.314,293.2,216.73,249.34,391.8,412.29,303.46,856.5058,134.61,315.14,223.88
7/24/00,2027.4113,287.1,214.17,245.29,391.51,422.16,303.72,836.8032,133.78,306.91,223.26
7/25/00,2041.5089,289.49,216.3,244.13,395.58,412.81,303.57,852.028,133.41,310.97,224.55
7/26/00,2011.0096,286.75,214.49,245.04,388.82,407.31,296.56,839.3427,132.1,300.83,221.49
7/27/00,2007.2933,289.12,216.41,255.47,395.03,416.61,296.59,817.3729,133.49,290.75,226.02
7/28/00,1966.1995,282.83,218.05,255.48,386.43,416.78,290.59,786.3478,132.6,285.28,224.11
7/31/00,1981.3612,279.2,214.51,254.38,392.6,412.3,293.83,805.9877,132.99,288.33,222.08
8/1/00,1991.4285,282.38,219.15,255.4,395.47,428.37,298.5,789.4053,134.62,292.62,228.83
8/2/00,1992.4088,282.95,220.16,261.87,393.96,432.61,297.62,783.2551,134.91,293.67,232.56
8/3/00,2011.7957,282.69,219.2,259.14,403.49,433.28,296.44,802.2227,134.39,292.77,234.97
8/4/00,2026.4019,285.08,218.73,260.15,418.27,431.05,299.63,803.9446,133.91,292.47,236.56
8/7/00,2049.1379,289.01,217.62,261.39,419.72,429.24,303.93,821.6254,136.8,295.3,241.65
8/8/00,2054.115,295.2,217.9,261.13,418.97,428.73,306.86,825.2318,140.38,283.22,245.37
8/9/00,2040.5487,288.9,215.48,265.4,418.68,407.77,310.7,829.1774,139.99,277.74,242.92
8/10/00,2023.3307,283.26,218.35,268.18,414.41,410.7,313.45,810.7285,137.93,276.35,241.37
8/11/00,2039.5076,286.9,222.61,266.3,421.01,414.46,315.3,813.7018,141.63,276.45,242.97
8/14/00,2066.9026,290.93,225.2,271,426.25,413.5,316.68,831.4388,141.83,280.23,247.54
8/15/00,2057.0266,285.38,224.5,269.4,419.92,412.32,314.37,834.0344,142.2,280.08,247.12
8/16/00,2050.9333,280.01,223.39,274.17,413.2,415.62,312.51,836.7136,142.75,276.46,247.57
8/17/00,2073.4377,281.73,222.65,279.31,419.14,417.91,313.18,854.1907,142.18,275.09,250.42
8/18/00,2067.4797,283.17,222.92,275.4,416.38,408.88,311.86,857.084,141.14,275.42,250.24
8/21/00,2078.2473,280.98,223.81,276.79,421.24,415.25,314.95,861.1547,139.29,275.62,249.02
8/22/00,2076.3804,282.27,222.76,276.35,424.54,412.77,314.25,861.3864,138.15,270.18,249.06
8/23/00,2087.3962,281.42,221.85,282.94,420.65,415.77,316.9,872.2004,136.63,270.28,252.52
8/24/00,2090.6604,281.75,220.46,276.38,417.56,416.45,321.4,879.4854,137,272.16,247.71
8/25/00,2088.103,283.54,217.82,276.84,414.38,419.99,323.57,873.0083,137.06,276.4,246.08
8/28/00,2098.7207,280.2,218.42,277.9,420.32,416.95,324.83,881.8829,136.62,279.18,249.85
8/29/00,2092.9849,280.68,216.43,277.52,417.84,411.95,323.01,884.7463,134.8,277.95,248.28
8/30/00,2083.4822,279.23,213.33,274.44,420.86,413.08,315.77,879.5338,134.45,278.71,249.83
8/31/00,2104.4324,273.97,211.53,274.19,430.3,415.15,320.61,896.2889,135.19,281.45,252.48
9/1/00,2108.7559,277.47,211.85,277.4,426.08,415.42,319.83,897.806,135.2,285.14,254.96
9/4/00,2108.7559,277.47,211.85,277.4,426.08,415.42,319.83,897.806,135.2,285.14,254.96
9/5/00,2089.7742,277.25,214.64,277.79,428.34,405,322.35,875.5165,137.98,280.89,257.44
9/6/00,2069.4001,279.13,213.47,282.96,431.28,395.32,324.91,849.7519,139.91,274.94,260.63
9/7/00,2083.6812,278.21,213.62,282.28,431.27,401.63,323.88,868.9906,133.31,272.87,260.86
9/8/00,2072.5811,281.35,215.83,279.41,439.76,403.62,323.87,839.5754,132.13,276.65,266.24
9/11/00,2065.3406,284.37,214.93,286.29,447.41,404.84,323.12,816.0268,130.86,276.42,273.04
9/12/00,2055.2639,284.78,217.48,286.53,447.49,407.68,321.69,800.283,129.67,276.31,273.51
9/13/00,2059.7712,285.46,216.59,283.45,444.2,411.14,322.04,807.5984,129.24,276.95,273.15
9/14/00,2054.2046,283.22,211.5,281.38,443.6,409.61,319.82,813.9515,127.14,274.18,270.81
9/15/00,2033.3196,280.25,210.6,290.88,434.63,408.04,313.04,801.7533,124.32,271.24,275.33
9/18/00,2003.8104,277.66,211.01,290.48,421.07,406.63,311.97,783.9194,124.07,266.73,273.45
9/19/00,2025.1648,273.1,211.79,284.04,429.09,407.76,308.43,817.2648,120.43,266.79,262.73
9/20/00,2013.339,268.25,207.64,279.94,424.82,409.08,306.83,823.266,119.02,258.43,256.97
9/21/00,2010.2107,274.09,210.26,277.99,420.1,422.04,311.33,805.61,118.5,258.92,253.52
9/22/00,2009.7585,273.5,216.69,275.55,427.75,434.61,311.59,782.9077,119.19,261.93,259.43
9/25/00,1996.3159,271.64,215.47,272.85,433.67,432.64,315.07,762.4191,117.87,263.31,261.64
9/26/00,1979.924,264.9,216.32,276.23,430.29,428.82,316.99,750.3031,116.49,260.02,268.63
9/27/00,1979.3094,265.98,217.82,283.28,430.19,428.81,319.78,740.9949,117,258.9,271.93
9/28/00,2023.3322,269.52,221.98,281.7,442.14,432.86,321.28,765.6196,119.54,274.83,274.71
9/29/00,1993.3323,268.12,221.02,282.91,440.52,435.76,316.93,728.5018,121.98,279.07,275.67
10/2/00,1992.9437,266.12,223.04,289.14,447.52,430.61,316.82,724.8122,120.32,274.58,278.44
10/3/00,1979.4353,266.95,222.67,288.36,446.9,431.85,320.58,704.1996,126.49,273.64,273.76
10/4/00,1990.6184,270.19,223.5,281.93,440.19,424.9,322.19,724.5936,128.68,281.57,265.85
10/5/00,1993.6967,269.26,228.86,281.52,444.26,435.32,323.19,715.0622,126.26,283.64,261.78
10/6/00,1955.8169,263.4,228.67,280.16,425.78,432.57,320.2,697.8074,125.51,277.45,262.99
10/9/00,1946.1556,262.79,228.22,285.57,420.63,428.32,317.78,693.5369,126.7,274.25,265.81
10/10/00,1925.4064,262.72,229.71,292.19,408.6,437.11,316.93,670.1187,126.12,269.95,268.36
10/11/00,1894.3657,255.56,230.49,294.24,405.67,438.93,311.33,648.618,123.72,259.72,267.97
10/12/00,1846.0845,240.47,228.89,298.82,385.43,438.89,303.41,631.772,120.6,252.12,263.44
10/13/00,1907.7136,246.44,226.56,287.81,404.46,434.17,311.1,687.8204,117.77,259.89,264.85
10/16/00,1908.3384,248.26,229.5,282.97,407.23,441.19,314.49,677.7393,118.59,256.67,268.67
10/17/00,1874.1176,236.55,230.1,283.64,396.27,446.97,305,659.7363,116.24,256.01,267.58
10/18/00,1863.3461,242.66,232.89,279.83,395.53,443.01,302.55,645.5859,118.54,257.46,262.16
10/19/00,1928.1014,248.75,232.1,279.94,411.16,436.34,305.65,705.9124,117.5,265.76,262.14
10/20/00,1939.4443,249.02,228.37,285.86,411.13,439.05,301.26,720.281,116.68,267.77,261.94
10/23/00,1937.8561,252.15,228.48,283.41,406.34,449.2,297.16,712.2365,116.47,275.54,263.62
10/24/00,1941.1326,254.34,233.77,277.61,417.97,444.85,310.51,693.3192,122.37,277.71,260.65
10/25/00,1895.0315,247.68,236.96,273.51,416.85,454.45,308.96,643.2493,120.96,271.01,254.23
10/26/00,1894.415,245.87,238.61,274.62,406.22,453.59,307.56,657.9418,122.5,263.72,251.43
10/27/00,1915.5496,249.22,242.28,272.19,418.68,448.09,308.89,664.6689,123.51,272.6,256.93
10/30/00,1942.2032,253.93,249.42,276.77,434.95,451.38,319.03,650.8627,132.43,282.51,263.32
10/31/00,1984.9047,263.08,246.93,277.24,438.6,451.75,325.24,686.3046,133.7,285.98,265.04
11/1/00,1973.7164,265.07,245.03,286.12,434.78,455.52,323.35,676.7872,131.84,270.94,270.43
11/2/00,1983.7307,269.51,243.71,274.8,436,454.38,321.82,694.9138,130.83,270.25,267.06
11/3/00,1981.5016,265.66,242.49,274.67,436.4,451.97,319.58,700.871,132.14,269.93,262.24
11/6/00,1989.1919,268.96,245.36,276.88,441.74,457.98,325.19,693.1533,132.34,264.39,265.18
11/7/00,1988.7947,268.85,244.85,277.76,439.89,454.76,325.54,694.6399,133.62,266.27,265.31
11/8/00,1957.6183,267.79,246.94,281.54,432.89,463.1,324.33,653.8795,134.65,266.03,266.01
11/9/00,1945.236,255.44,250.41,280.15,435.88,461.25,324.43,649.157,132.82,262.7,266.61
11/10/00,1897.7769,247.43,252.5,279.47,429.4,462.68,319.58,607.9984,130.57,257.1,268.03
11/13/00,1877.5138,248.67,250.62,277.8,421.2,447.03,312.11,604.1003,131.6,263.59,264.99
11/14/00,1921.665,254.6,249.07,280.3,423.67,454.94,317.69,642.8354,132.28,263.76,260.61
11/15/00,1931.4432,258.32,251.23,284.49,418.36,459.16,318.94,648.0278,133.86,261.96,264.24
11/16/00,1907.1954,254.52,252.1,285.67,419.23,455.3,319.81,621.8105,129.53,261.47,267.95
11/17/00,1900.8817,254.43,252.82,283.76,413,454.7,318.19,627.1929,128.93,249.45,272.73
11/20/00,1866.0126,249.09,250.52,282.99,402.87,455.48,312.42,605.4003,127.03,247.71,271.45
11/21/00,1872.72,245.84,252.43,288.07,403.93,461.38,316.44,605.8497,127.12,246.95,269.19
11/22/00,1837.9967,242.03,254.53,287.31,393.01,457.3,307.6,584.4859,126.74,247.23,267.06
11/23/00,1837.9967,242.03,254.53,287.31,393.01,457.3,307.6,584.4859,126.74,247.23,267.06
11/24/00,1865.0018,243.51,251.2,288.29,396.01,454.65,312.23,613.1,127.56,248.85,268.01
11/27/00,1875.0137,251.35,251.9,287.38,400.11,467.04,312.14,606.1441,127.81,248.56,268.31
11/28/00,1857.2972,247.73,254.43,287.41,404.49,471.38,312.45,577.8636,128.39,248.03,270
11/29/00,1865.8894,251.79,258.07,276.01,414.64,479.35,313.82,573.6354,130.48,247.29,266.22
11/30/00,1828.4163,247.93,258.21,269.77,412.75,470.98,311.6,545.0375,130.16,245.09,262
12/1/00,1828.8055,249.48,255.09,273.74,411.98,461.09,314.96,549.6106,134.76,241.51,261.26
12/4/00,1842.3586,254.17,257.29,278.36,408.45,467.26,318.93,549.7594,141.71,243.32,263.46
12/5/00,1914.0885,262.37,251.99,272.77,429.05,467.46,331.18,608.3168,142.37,248.76,262.82
12/6/00,1879.583,261.1,248.77,268.53,423.94,457.1,328.06,582.8486,139.72,253.85,262.4
12/7/00,1868.6348,258.63,255.21,271.32,425.37,459.43,325.65,567.3137,135.82,250.43,263.52
12/8/00,1905.2856,261.56,251.62,272.02,436.97,461.24,332.72,596.8434,138.19,246.99,264.27
12/11/00,1919.6473,257.98,244.62,269.29,443.64,461.8,332.56,617.2897,137.62,248.17,266.8
12/12/00,1907.1019,259.85,248.12,272.44,438.56,461.99,325.65,601.3827,137.13,254.99,268.06
12/13/00,1891.9333,258.37,251.52,274.72,435.8,469.9,323.23,574.8276,137.31,261.78,269.2
12/14/00,1865.453,256.9,253.27,266.55,426.19,466.65,315.4,565.1658,136.99,260.12,265.27
12/15/00,1825.4224,251.54,248.37,266.4,421.58,462.06,308.18,540.6848,134.28,253.37,266.43
12/18/00,1840.184,252.02,252.34,275.25,436.01,467.1,313.78,529.2957,137.96,250.79,271.72
12/19/00,1816.364,246.58,255.46,279.31,431.59,472.18,310.24,511.2712,141.68,233.79,272.73
12/20/00,1759.6166,239.26,255.75,272.2,425.24,472.98,299.22,472.1708,138.19,220.04,276.17
12/21/00,1773.7131,246.43,259.82,273.22,435.53,464.65,302.64,474.7064,142.56,217.35,272.92
12/22/00,1816.9965,248.91,258.1,278.15,439.51,465.96,309.1,510.3167,149,219.84,278.12
12/25/00,1816.9965,248.91,258.1,278.15,439.51,465.96,309.1,510.3167,149,219.84,278.12
12/26/00,1829.8257,246.63,261.82,287.04,445.86,474.15,312.33,502.6509,149.65,222.81,287.94
12/27/00,1849.3414,252.78,265.88,287.62,449.56,478.7,314.34,508.7829,151.19,224.58,287.97
12/28/00,1856.7643,256.2,267.59,288.81,453.95,486.41,316.96,502.5605,152.57,222.36,288.52
12/29/00,1837.3647,256.83,268.19,285.47,450.04,484.15,315.36,485.2682,149.27,225.71,286.67
1/1/01,1837.3647,256.83,268.19,285.47,450.04,484.15,315.36,485.2682,149.27,225.71,286.67
1/2/01,1785.8599,253.83,266.96,290.54,437.53,475.35,298.88,452.9817,145.93,231.45,276.42
1/3/01,1875.5641,276.25,254.62,280.08,459.98,458.06,314.18,531.9875,147.63,248.67,262.26
